Age,Profession,Sex,Province,S_Occasion,C_Occasion,C_Frequency,S_Frequency,S_Screentime,S_Time(weekday),S_Time(weekend),S_Usage(festival),row_id,Cluster_ID
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ไม่ใช้โซเชียลมีเดียเลย,75,2
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,TikTok,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,ทุกวัน,มากกว่า 6 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,76,1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Instagram,ดื่มให้ตื่นตัวในตอนเช้า,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้มากกว่าปกติ,77,1
18-22ปี,นักศึกษา,หญิง,ปทุมธานี,Twitter,ไม่ดื่มกาแฟ,0,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,78,2
30-39ปี,ธุรกิจส่วนตัว,ชาย,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,79,1
23-29ปี,พนักงานบริษัทเอกชน,ชาย,ปทุมธานี,Instagram,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,80,1
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,9.00-17.59น.,9.00-17.59น.,ใช้มากกว่าปกติ,81,1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,สมุทรปราการ,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,82,1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล, ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้",กาแฟผงสำเร็จรูปพร้อมดื่ม (3-in-1),ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ไม่ใช้โซเชียลมีเดียเลย,83,1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,9.00-17.59น.,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,84,2
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,กาแฟผงสำเร็จรูป,3-4 ครั้ง/อาทิตย์,3-4 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,85,1
30-39ปี,ธุรกิจส่วนตัว,ชาย,กรุงเทพมหานคร,Facebook,ดื่มให้ไม่ง่วงในวันที่ทำงานดึก,กาแฟพร้อมดื่ม (Ready to drink),ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,86,1
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,87,1
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,88,1
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,LINE,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,1-2 ครั้ง/อาทิตย์,1-2 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,89,0
40-49ปี,ข้าราชการ,หญิง,นนทบุรี,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,5-6 ชม./วัน,"05.00-8.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้น้อยกว่าปกติ,90,2
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,91,1
40-49ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,LINE,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,1-2 ครั้ง/อาทิตย์,1-2 ชม./วัน,"18.00-21.59น., 22.01-4.59น.",18.00-21.59น.,ใช้มากกว่าปกติ,92,1
23-29ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ",แคปซูลกาแฟ,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,93,1
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,"ดื่มระหว่างเดินทาง/ขับรถ, ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้เท่าเดิม,94,1
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,ชลบุรี,LINE,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,แคปซูลกาแฟ,ทุกวัน,3-4 ชม./วัน,9.00-17.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,95,1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,Facebook,"ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มระหว่างเดินทาง/ขับรถ",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,3-4 ครั้ง/อาทิตย์,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,96,1
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,97,1
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,1-2 ครั้ง/อาทิตย์,1-2 ชม./วัน,9.00-17.59น.,22.01-4.59น.,ใช้เท่าเดิม,98,1
23-29ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Instagram,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ",กาแฟผงสำเร็จรูปพร้อมดื่ม (3-in-1),ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"9.00-17.59น., 22.01-4.59น.",ใช้เท่าเดิม,99,0
40-49ปี,พนักงานบริษัทเอกชน,หญิง,ฉะเชิงเทรา,LINE,ดื่มระหว่างเดินทาง/ขับรถ,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,9.00-17.59น.,9.00-17.59น.,ใช้มากกว่าปกติ,100,1
23-29ปี,ธุรกิจส่วนตัว,หญิง,อุบลราชธานี,YouTube,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,5-6 ครั้ง/อาทิตย์,5-6 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้เท่าเดิม,101,1
30-39ปี,ข้าราชการ,หญิง,กรุงเทพมหานคร,Facebook,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มระหว่างเดินทาง/ขับรถ",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,102,1
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,LINE,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,5-6 ครั้ง/อาทิตย์,3-4 ชม./วัน,"05.00-8.59น., 18.00-21.59น.",9.00-17.59น.,ใช้น้อยกว่าปกติ,103,0
18-22ปี,นักเรียน,ชาย,กรุงเทพมหานคร,Instagram,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,5-6 ครั้ง/อาทิตย์,3-4 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้มากกว่าปกติ,104,1
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Instagram,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้มากกว่าปกติ,105,1
ต่ำกว่า 18ปี,นักเรียน,หญิง,อุบลราชธานี,Instagram,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,106,1
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,107,1
30-39ปี,ธุรกิจส่วนตัว,ชาย,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,108,1
23-29ปี,พนักงานบริษัทเอกชน,หญิง,สมุทรปราการ,LINE,ดื่มให้ตื่นตัวในตอนเช้า,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,109,1
ต่ำกว่า 18ปี,นักเรียน,ชาย,ลพบุรี,Twitter,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,5-6 ครั้ง/อาทิตย์,1-2 ชม./วัน,18.00-21.59น.,"05.00-8.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,110,0
ต่ำกว่า 18ปี,นักเรียน,ชาย,กรุงเทพมหานคร,Instagram,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,111,1
ต่ำกว่า 18ปี,นักเรียน,หญิง,ชลบุรี,TikTok,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,112,2
18-22ปี,ไลฟ์สด,หญิง,นครศรีธรรมราช,Instagram,"ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล",กาแฟผงสำเร็จรูปพร้อมดื่ม (3-in-1),ทุกวัน,มากกว่า 6 ชม./วัน,05.00-8.59น.,05.00-8.59น.,ใช้มากกว่าปกติ,113,0
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ดื่มระหว่างเดินทาง/ขับรถ,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,114,1
23-29ปี,พนักงานบริษัทเอกชน,หญิง,สมุทรปราการ,Facebook,ดื่มให้ตื่นตัวในตอนเช้า,กาแฟผงสำเร็จรูป,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้น้อยกว่าปกติ,115,0
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,116,0
ต่ำกว่า 18ปี,นักเรียน,หญิง,กรุงเทพมหานคร,Instagram,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ",กาแฟพร้อมดื่ม (Ready to drink),ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,117,0
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ,0,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,118,2
40-49ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,LINE,"ไม่ดื่มกาแฟ Ready to drink เลย, เมื่อมีมาแจกให้ทดลองดื่ม",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,5-6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,119,1
30-39ปี,พนักงานรัฐวิสาหกิจ,หญิง,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ,0,3-4 ครั้ง/อาทิตย์,3-4 ชม./วัน,05.00-8.59น.,9.00-17.59น.,ใช้เท่าเดิม,120,2
30-39ปี,ฟรีแลนซ์/อาชีพอิสระ,ชาย,เชียงใหม่,Facebook,ไม่ดื่มกาแฟ,0,ทุกวัน,3-4 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,121,2
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มระหว่างทำงานอดิเรกต่างๆ เช่น ดูซีรีส์, เล่นเกม, ดูบอล, ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,9.00-17.59น.,9.00-17.59น.,ใช้เท่าเดิม,122,1
23-29ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,TikTok,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,123,2
23-29ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,Instagram,"ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มให้ไม่ง่วงในวันที่ทำงานดึก, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มระหว่างมื้ออาหาร แทนเครื่องดื่มอื่นๆ เช่น ชานม, ดื่มให้ไม่ง่วงในคืนอ่านหนังสือสอบ",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,124,1
18-22ปี,นักเรียน,ไม่ระบุ,กรุงเทพมหานคร,Instagram,ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,125,1
40-49ปี,พนักงานบริษัทเอกชน,หญิง,นนทบุรี,LINE,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มระหว่างเดินทาง/ขับรถ, ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,126,1
40-49ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Facebook,ดื่มระหว่างเดินทาง/ขับรถ,กาแฟผงสำเร็จรูป,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,127,1
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,3-4 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,128,0
30-39ปี,ข้าราชการ,ชาย,กรุงเทพมหานคร,Facebook,"ดื่มให้ตื่นตัวในตอนเช้า, ดื่มให้ตื่นตัวระหว่างทำงานเวลากลางวัน, ดื่มระหว่างเดินทาง/ขับรถ",กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,9.00-17.59น.,ใช้เท่าเดิม,129,-1
30-39ปี,พนักงานบริษัทเอกชน,หญิง,เชียงใหม่,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,3-4 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้มากกว่าปกติ,130,2
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้น้อยกว่าปกติ,131,1
50ปี ขึ้นไป,พนักงานบริษัทเอกชน,หญิง,สมุทรปราการ,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,132,1
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,133,0
23-29ปี,นักศึกษา,หญิง,ขอนแก่น,LINE,ไม่ดื่มกาแฟ,0,3-4 ครั้ง/อาทิตย์,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น.",ใช้เท่าเดิม,134,2
30-39ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ Ready to drink เลย,แคปซูลกาแฟ,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น.",ใช้น้อยกว่าปกติ,135,1
18-22ปี,นักเรียน,หญิง,กรุงเทพมหานคร,Instagram,ไม่ดื่มกาแฟ,0,ทุกวัน,5-6 ชม./วัน,18.00-21.59น.,"9.00-17.59น., 18.00-21.59น.",ใช้มากกว่าปกติ,136,2
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,18.00-21.59น.,18.00-21.59น.,ใช้เท่าเดิม,137,2
23-29ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,05.00-8.59น.,05.00-8.59น.,ใช้มากกว่าปกติ,138,2
18-22ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,TikTok,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,139,2
30-39ปี,ข้าราชการ,ชาย,เชียงใหม่,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","05.00-8.59น., 9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,140,2
18-22ปี,พนักงานบริษัทเอกชน,หญิง,กรุงเทพมหานคร,Twitter,ไม่ดื่มกาแฟ,0,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,141,2
18-22ปี,นักศึกษา,หญิง,กรุงเทพมหานคร,Twitter,ดื่มให้ตื่นตัวในตอนเช้า,กาแฟสดคั่วบด เช่น ร้านกาแฟสด,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้มากกว่าปกติ,142,1
40-49ปี,ฟรีแลนซ์/อาชีพอิสระ,หญิง,กรุงเทพมหานคร,Instagram,ดื่มทดแทนเมื่อหาร้านกาแฟสดไม่ได้,กาแฟผงสำเร็จรูป,ทุกวัน,5-6 ชม./วัน,"9.00-17.59น., 18.00-21.59น.","18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,143,1
30-39ปี,พนักงานมหาวิทยาลัย,หญิง,เชียงใหม่,LINE,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,22.01-4.59น.,22.01-4.59น.,ใช้เท่าเดิม,144,2
30-39ปี,พนักงานบริษัทเอกชน,ชาย,กรุงเทพมหานคร,Facebook,ไม่ดื่มกาแฟ Ready to drink เลย,กาแฟผงสำเร็จรูป,1-2 ครั้ง/อาทิตย์,3-4 ชม./วัน,"05.00-8.59น., 18.00-21.59น.",9.00-17.59น.,ใช้น้อยกว่าปกติ,145,0
23-29ปี,พนักงานบริษัทเอกชน,ชาย,นนทบุรี,Facebook,ไม่ดื่มกาแฟ,0,ทุกวัน,มากกว่า 6 ชม./วัน,"9.00-17.59น., 18.00-21.59น., 22.01-4.59น.","9.00-17.59น., 18.00-21.59น., 22.01-4.59น.",ใช้เท่าเดิม,146,2
